Año,Mes,Bolivia,Chile,Colombia,Perú
1955,1,9.35E+01,6.91E+01,,4.65E+00
1955,2,9.57E+01,7.42E+01,,4.66E+00
1955,3,1.20E+02,7.26E+01,,5.15E+00
1955,4,1.03E+02,7.47E+01,,4.76E+00
1955,5,9.58E+01,7.70E+01,,5.16E+00
1955,6,8.03E+01,77.80285814,,5.55E+00
1955,7,7.62E+01,7.34E+01,-0.213561132,4.54E+00
1955,8,6.97E+01,6.60E+01,0.829120315,4.58E+00
1955,9,6.51E+01,7.33E+01,0.86706379,4.52E+00
1955,10,6.97E+01,7.60E+01,-0.083265216,4.35E+00
1955,11,6.10E+01,8.03E+01,0.666235816,4.12E+00
1955,12,6.86E+01,8.38E+01,0.573504472,4.44E+00
1956,1,1.03E+02,8.42E+01,0.10893951,4.88E+00
1956,2,1.28E+02,7.80E+01,0.448135544,4.71E+00
1956,3,1.10E+02,6.95E+01,0.511377878,4.66E+00
1956,4,9.78E+01,5.93E+01,-0.072302231,4.60E+00
1956,5,1.03E+02,5.53E+01,1.177586516,4.65E+00
1956,6,1.18E+02,5.24E+01,1.002010469,4.93E+00
1956,7,1.24E+02,5.31E+01,1.00170444,5.76E+00
1956,8,1.32E+02,5.51E+01,-0.532659515,6.10E+00
1956,9,1.61E+02,5.44E+01,1.426752532,6.45E+00
1956,10,2.26E+02,5.31E+01,0.95614037,6.51E+00
1956,11,2.58E+02,4.40E+01,0.492581155,6.21E+00
1956,12,4.75E+02,3.77E+01,-0.837542873,6.14E+00
1957,1,3.70E+02,3.24E+01,1.24764764,6.48E+00
1957,2,2.69E+02,3.17E+01,0.924887116,6.78E+00
1957,3,2.56E+02,3.34E+01,0.832609091,7.80E+00
1957,4,2.28E+02,3.68E+01,1.58357494,7.82E+00
1957,5,182.962963,3.69E+01,0.549055712,7.37E+00
1957,6,1.52E+02,3.83E+01,3.127497513,7.66E+00
1957,7,1.42E+02,4.09E+01,1.926129217,7.99E+00
1957,8,1.25E+02,3.74E+01,1.703697172,8.65E+00
1957,9,9.68E+01,4.37E+01,-0.422911379,7.70E+00
1957,10,5.93E+01,2.77E+01,0.22002053,6.70E+00
1957,11,4.50E+01,1.98E+01,-1.1130035,6.96E+00
1957,12,-13.76344086,1.72E+01,0.706943421,6.89E+00
1958,1,-1.38E+01,2.13E+01,-0.994972769,6.81E+00
1958,2,-6.308411215,2.48E+01,-1.186286752,7.96E+00
1958,3,-8.22E+00,2.50E+01,-0.185063098,7.21E+00
1958,4,-5.200945626,2.24E+01,32.66324158,7.09E+00
1958,5,2.62E+00,2.30E+01,34.23419165,7.61E+00
1958,6,6.40E+00,2.02E+01,28.67198154,7.83E+00
1958,7,4.80E+00,1.63E+01,29.91681786,8.08E+00
1958,8,9.67E+00,16.15546901,32.69612061,8.54E+00
1958,9,9.07E+00,5.97E+00,32.92567914,8.02E+00
1958,10,1.43E+01,1.59E+01,31.87241832,8.03E+00
1958,11,1.86E+01,2.72E+01,32.85140559,8.97E+00
1958,12,18.7032419,3.25E+01,32.66223328,9.02E+00
1959,1,1.65E+01,3.26E+01,35.15666309,9.05E+00
1959,2,2.17E+01,3.42E+01,34.39695908,7.84E+00
1959,3,1.99E+01,3.67E+01,31.84883047,8.26E+00
1959,4,2.14E+01,3.79E+01,-0.12184746,9.12E+00
1959,5,2.42E+01,3.87E+01,-1.228545446,1.00E+01
1959,6,2.26E+01,3.99E+01,0.216148328,1.08E+01
1959,7,2.57E+01,4.40E+01,0.503426754,1.13E+01
1959,8,2.67E+01,4.37E+01,-0.579798343,1.62E+01
1959,9,2.67E+01,4.25E+01,-0.499552229,1.70E+01
1959,10,1.53E+01,4.28E+01,-0.110197153,1.81E+01
1959,11,1.01E+01,3.63E+01,0.283914027,1.71E+01
1959,12,1.01E+01,3.32E+01,0.350077128,1.68E+01
1960,1,1.21E+01,3.09E+01,-1.183807949,1.64E+01
1960,2,1.05E+01,2.54E+01,-1.218967649,1.58E+01
1960,3,1.16E+01,2.04E+01,0.857632933,1.46E+01
1960,4,1.29E+01,1.50E+01,-0.611458395,1.25E+01
1960,5,1.05E+01,1.19E+01,0.029447755,1.12E+01
1960,6,1.25E+01,9.22E+00,-0.551586414,9.46E+00
1960,7,1.32E+01,7.30E+00,-0.144792421,8.35E+00
1960,8,1.17E+01,6.42E+00,0.158845776,3.44E+00
1960,9,1.11E+01,6.08E+00,0.584811552,4.39E+00
1960,10,1.40E+01,3.77E+00,0.535123134,4.74E+00
1960,11,1.38E+01,5.79E+00,0.941191634,3.58E+00
1960,12,1.07E+01,5.47E+00,0.220709478,2.44E+00
1961,1,8.70E+00,5.91E+00,0.202615887,3.53E+00
1961,2,7.05E+00,6.17E+00,0.730190221,3.89E+00
1961,3,7.06E+00,6.41E+00,0.311191419,5.47E+00
1961,4,7.27E+00,7.84E+00,1.076774057,7.44E+00
1961,5,8.92E+00,8.25E+00,25.41213769,8.42E+00
1961,6,7.09E+00,8.79E+00,25.04541887,6.59E+00
1961,7,6.26E+00,7.65E+00,24.7390826,6.32E+00
1961,8,5.338078292,7.30E+00,23.14574389,5.81E+00
1961,9,6.976744186,7.54E+00,23.90450659,5.69E+00
1961,10,7.80E+00,8.27E+00,24.24360377,4.11E+00
1961,11,8.39E+00,8.37E+00,24.20195642,6.22E+00
1961,12,7.41E+00,9.61E+00,24.52647237,8.79E+00
1962,1,8.52E+00,9.54E+00,24.88826227,8.20E+00
1962,2,7.11E+00,1.01E+01,24.59412123,8.65E+00
1962,3,1.04E+01,9.91E+00,24.11613699,7.56E+00
1962,4,7.46E+00,9.55E+00,23.9329867,6.62E+00
1962,5,7.34E+00,9.71E+00,-0.9940765,5.61E+00
1962,6,6.96E+00,1.09E+01,-0.06283678,7.89E+00
1962,7,6.57E+00,1.05E+01,0.719500387,7.57E+00
1962,8,5.74E+00,1.08E+01,1.21223372,5.82E+00
1962,9,5.02E+00,1.23E+01,1.255862153,4.84E+00
1962,10,1.77E+00,1.84E+01,0.151882404,6.36E+00
1962,11,1.11E+00,2.59E+01,0.129692809,5.74E+00
1962,12,3.21E+00,2.77E+01,0.148781773,4.84E+00
1963,1,1.12E+00,2.96E+01,3.274377014,5.23E+00
1963,2,1.13E+00,3.59E+01,5.963188635,4.38E+00
1963,3,-3.46E+00,3.92E+01,4.245265952,5.69E+00
1963,4,-2.05E+00,42.50441787,23.75695723,5.50E+00
1963,5,-1.430842607,46.30670708,21.38939545,4.96E+00
1963,6,-1.587301587,46.61443266,22.57156034,3.88E+00
1963,7,-2.05371248,48.82017642,19.76784944,4.84E+00
1963,8,-0.958466454,51.06389663,20.26152481,6.21E+00
1963,9,1.59E-01,53.59990216,20.5016709,6.83E+00
1963,10,-6.32E-01,46.38930804,21.59841765,7.48E+00
1963,11,-1.72E+00,43.47532071,21.72639558,8.41E+00
1963,12,-1.56E+00,45.3400487,20.14554041,8.79E+00
1964,1,8.56E+00,42.76644839,17.36110564,8.74E+00
1964,2,10.72,48.1922866,32.74183723,9.08E+00
1964,3,1.19E+01,50.58051549,36.19023069,7.83E+00
1964,4,10.95008052,51.00877851,14.40213161,8.49E+00
1964,5,1.08E+01,47.30218131,18.89099967,9.95E+00
1964,6,1.13E+01,48.22551207,15.84768126,1.09E+01
1964,7,1.13E+01,48.0324817,14.80838424,1.05E+01
1964,8,11.61290323,47.52530846,14.62607502,1.18E+01
1964,9,9.86E+00,44.68458874,14.73577803,1.15E+01
1964,10,10.01589825,47.50601286,13.90635823,9.90E+00
1964,11,10.01589825,40.07739187,15.19759744,8.40E+00
1964,12,1.04E+01,38.47030657,15.78321972,1.12E+01
1965,1,4.67E+00,38.26595336,16.63415862,1.25E+01
1965,2,3.03E+00,28.53742168,-1.52625254,1.42E+01
1965,3,4.22E+00,27.17825708,-0.880337805,1.59E+01
1965,4,3.92E+00,32.2359978,-0.54811167,1.87E+01
1965,5,2.47E+00,33.19962799,-1.870875839,1.85E+01
1965,6,1.01E+00,30.41233873,0.022809202,1.80E+01
1965,7,1.16E+00,28.19684453,15.33415932,1.75E+01
1965,8,8.67E-01,27.84609366,16.25251908,1.58E+01
1965,9,2.32E+00,25.87958106,16.09540439,1.54E+01
1965,10,3.47E+00,24.08406929,17.64181431,1.68E+01
1965,11,4.62E+00,27.55200237,14.94420515,1.80E+01
1965,12,4.86E+00,25.82524208,16.91847003,1.49E+01
1966,1,1.16E+00,27.52803119,14.13207008,1.26E+01
1966,2,1.67E+00,28.51819511,16.89387992,1.19E+01
1966,3,9.84E-01,26.91332949,15.44827749,1.01E+01
1966,4,2.81E+00,20.41014976,30.11967859,7.31E+00
1966,5,4.88E+00,19.51783702,28.47464007,6.60E+00
1966,6,7.02E+00,21.74391371,26.56106049,7.13E+00
1966,7,8.17E+00,23.63835221,12.52300634,8.14E+00
1966,8,8.995558739,22.74803647,11.98823622,9.41E+00
